;X151f;X126f;X96f;X175f;X79f;X100f;X99f;X163f;manual_tax;NCBI_tax
tax_1;1;0;5;0;1;8;0;2;O_Bacteria;Bacteria
tax_2;1;0;0;0;0;0;0;0;Archaea;"Archaea; Crenarchaeota; Thermoprotei; Desulfurococcales; Pyrodictiaceae; Hyperthermus"
tax_3;0;0;0;0;0;1;0;1;Archaea;"Archaea; Crenarchaeota; Thermoprotei; Sulfolobales; Sulfolobaceae; Sulfolobus"
tax_4;0;1;0;0;0;0;0;0;Archaea;"Archaea; Crenarchaeota; Thermoprotei; Thermoproteales; Thermoproteaceae; Caldivirga"
tax_5;0;0;0;0;1;0;0;1;Archaea;"Archaea; Crenarchaeota; Thermoprotei; Thermoproteales; Thermoproteaceae; Pyrobaculum"
tax_6;0;0;0;0;0;1;0;0;Archaea;"Archaea; Euryarchaeota; Archaeoglobi; Archaeoglobales; Archaeoglobaceae; Ferroglobus"
tax_7;1;0;0;0;0;0;0;0;Archaea;"Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae; Natrialba"
tax_8;0;1;0;0;1;0;0;0;Archaea;"Archaea; Euryarchaeota; Halobacteria; Haloferacales; Haloferacaceae; Halorubrum"
tax_9;13;3;28;0;9;146;1;0;Archaea;"Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanobrevibacter"
tax_10;0;1;1;0;0;0;0;0;Archaea;"Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanosphaera"
tax_11;1;1;0;0;0;2;0;0;Archaea;"Archaea; Euryarchaeota; Methanobacteria; Methanobacteriales; Methanobacteriaceae; Methanothermobacter"
tax_12;2;0;0;0;0;2;0;0;Archaea;"Archaea; Euryarchaeota; Methanococci; Methanococcales; Methanocaldococcaceae; Methanocaldococcus"
tax_13;0;0;0;0;0;0;0;1;Archaea;"Archaea; Euryarchaeota; Methanococci; Methanococcales; Methanococcaceae; Methanococcus"
tax_14;0;1;0;0;1;0;0;0;Archaea;"Archaea; Euryarchaeota; Methanomicrobia; Methanomicrobiales; Methanocorpusculaceae; Methanocorpusculum"
tax_15;0;1;0;0;1;0;1;0;Archaea;"Archaea; Euryarchaeota; Methanomicrobia; Methanomicrobiales; Methanoregulaceae; Methanoregula"
tax_16;0;0;0;0;1;0;0;0;Archaea;"Archaea; Euryarchaeota; Methanomicrobia; Methanomicrobiales; Methanoregulaceae; Methanosphaerula"
tax_17;0;0;0;0;0;1;0;0;Archaea;"Archaea; Euryarchaeota; Methanomicrobia; Methanomicrobiales; Methanospirillaceae; Methanospirillum"
tax_18;0;1;0;0;0;0;0;0;Archaea;"Archaea; Euryarchaeota; Methanomicrobia; Methanosarcinales; Methanosaetaceae; Methanosaeta"
tax_19;1;0;0;0;0;5;0;1;Archaea;"Archaea; Euryarchaeota; Methanomicrobia; Methanosarcinales; Methanosarcinaceae; Methanosarcina"
tax_20;0;0;0;0;0;1;0;0;Archaea;"Archaea; Euryarchaeota; Methanopyri; Methanopyrales; Methanopyraceae; Methanopyrus"
tax_21;0;0;0;0;2;0;0;0;Archaea;"Archaea; Euryarchaeota; Thermococci; Thermococcales; Thermococcaceae; Pyrococcus"
tax_22;0;0;2;0;0;2;1;0;Archaea;"Archaea; Euryarchaeota; Thermococci; Thermococcales; Thermococcaceae; Thermococcus"
tax_23;4;5;0;0;0;0;0;0;Archaea;"Archaea; Euryarchaeota; Thermoplasmata; Thermoplasmatales; Thermoplasmataceae; Thermoplasma"
tax_24;0;0;1;0;0;0;0;0;Archaea;"Archaea; Euryarchaeota; environmental samples"
tax_25;1;0;0;0;0;0;0;0;Archaea;"Archaea; Thaumarchaeota; Nitrosopumilales; Nitrosopumilaceae; Nitrosopumilus"
tax_26;0;0;0;0;1;0;0;0;O_Bacteria;"Bacteria; Acidobacteria; Acidobacteriales; Acidobacteriaceae; Acidobacterium"
tax_27;0;0;0;0;2;0;0;0;O_Actinobacteria;"Bacteria; Actinobacteria"
tax_28;1;3;0;1;1;0;0;0;O_Actinobacteria;"Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Actinomycineae; Actinomycetaceae; Actinomyces"
tax_29;0;0;0;1;0;0;0;0;O_Actinobacteria;"Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Actinomycineae; Actinomycetaceae; Mobiluncus/Falcivibrio group; Mobiluncus"
tax_30;1;1;1;0;1;0;0;0;O_Actinobacteria;"Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Catenulisporineae; Catenulisporaceae; Catenulispora"
tax_31;0;3;0;3;2;2;2;5;O_Actinobacteria;"Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Corynebacterineae; Corynebacteriaceae; Corynebacterium"
tax_32;0;0;0;0;1;0;0;0;O_Actinobacteria;"Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Corynebacterineae; Gordoniaceae; Gordonia"
tax_33;0;1;2;0;0;2;1;0;O_Actinobacteria;"Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Corynebacterineae; Mycobacteriaceae; Mycobacterium"
tax_34;4;0;3;0;0;0;5;5;O_Actinobacteria;"Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Corynebacterineae; Mycobacteriaceae; Mycobacterium; Mycobacterium avium complex (MAC)"
tax_35;0;0;0;0;0;0;1;0;O_Actinobacteria;"Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Corynebacterineae; Mycobacteriaceae; Mycobacterium; Mycobacterium tuberculosis complex"
tax_36;1;0;2;0;0;0;0;0;O_Actinobacteria;"Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Corynebacterineae; Nocardiaceae; Nocardia"
tax_37;0;0;0;0;0;2;0;0;O_Actinobacteria;"Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Corynebacterineae; Nocardiaceae; Rhodococcus"
tax_38;4;6;1;1;1;0;0;0;O_Actinobacteria;"Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Frankineae; Frankiaceae; Frankia"
tax_39;1;0;0;0;0;0;0;0;O_Actinobacteria;"Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Frankineae; Geodermatophilaceae; Geodermatophilus"
tax_40;0;0;0;1;0;0;0;0;O_Actinobacteria;"Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Frankineae; Nakamurellaceae; Nakamurella"
tax_41;0;0;1;0;0;1;0;0;O_Actinobacteria;"Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Glycomycineae; Glycomycetaceae; Stackebrandtia"
tax_42;0;0;0;0;0;0;0;1;O_Actinobacteria;"Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Kineosporiineae; Kineosporiaceae; Kineococcus"
tax_43;0;0;0;0;1;0;2;0;O_Actinobacteria;"Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Micrococcineae; Beutenbergiaceae; Beutenbergia"
tax_44;0;0;0;1;0;0;0;0;O_Actinobacteria;"Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Micrococcineae; Brevibacteriaceae; Brevibacterium"
tax_45;0;0;1;0;1;0;0;0;O_Actinobacteria;"Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Micrococcineae; Dermacoccaceae; Kytococcus"
tax_46;0;1;0;0;0;0;0;0;O_Actinobacteria;"Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Micrococcineae; Intrasporangiaceae; Janibacter"
tax_47;0;0;0;0;2;0;0;0;O_Actinobacteria;"Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Micrococcineae; Jonesiaceae; Jonesia"
tax_48;0;0;0;0;1;0;0;0;O_Actinobacteria;"Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Micrococcineae; Microbacteriaceae; Clavibacter"
tax_49;0;0;0;0;2;0;0;0;O_Actinobacteria;"Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Micrococcineae; Micrococcaceae; Arthrobacter"
tax_50;0;0;0;0;0;0;1;0;O_Actinobacteria;"Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Micrococcineae; Micrococcaceae; Renibacterium"
tax_51;0;0;0;0;1;0;0;0;O_Actinobacteria;"Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Micrococcineae; Promicromonosporaceae; Xylanimonas"
tax_52;0;2;0;0;0;0;0;0;O_Actinobacteria;"Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Micromonosporineae; Micromonosporaceae; Micromonospora"
tax_53;1;0;0;0;1;0;0;0;O_Actinobacteria;"Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Micromonosporineae; Micromonosporaceae; Salinispora"
tax_54;2;0;0;0;0;1;0;0;O_Actinobacteria;"Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Propionibacterineae; Nocardioidaceae; Nocardioides"
tax_55;1;0;3;2;0;1;1;0;O_Actinobacteria;"Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Propionibacterineae; Propionibacteriaceae; Propionibacterium"
tax_56;0;0;0;1;0;0;0;0;O_Actinobacteria;"Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Pseudonocardineae; Pseudonocardiaceae; Actinosynnema"
tax_57;0;0;0;0;0;1;0;0;O_Actinobacteria;"Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Pseudonocardineae; Pseudonocardiaceae; Saccharomonospora"
tax_58;2;24;2;10;3;5;5;6;O_Actinobacteria;"Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Streptomycineae; Streptomycetaceae; Streptomyces"
tax_59;0;0;1;1;0;0;0;0;O_Actinobacteria;"Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Streptosporangineae; Nocardiopsaceae; Nocardiopsis"
tax_60;0;0;2;0;0;0;0;0;O_Actinobacteria;"Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Streptosporangineae; Nocardiopsaceae; Thermobifida"
tax_61;0;6;1;0;0;0;0;0;O_Actinobacteria;"Bacteria; Actinobacteria; Actinobacteridae; Actinomycetales; Streptosporangineae; Streptosporangiaceae; Streptosporangium"
tax_62;4;15;23;171;6;28;9;19;Bifidobacterium;"Bacteria; Actinobacteria; Actinobacteridae; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium"
tax_63;0;0;0;2;0;0;0;0;O_Actinobacteria;"Bacteria; Actinobacteria; Actinobacteridae; Bifidobacteriales; Bifidobacteriaceae; Gardnerella"
tax_64;0;1;0;6;0;1;2;0;O_Actinobacteria;"Bacteria; Actinobacteria; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium"
tax_65;7;1;0;11;0;2;0;2;O_Actinobacteria;"Bacteria; Actinobacteria; Coriobacteridae; Coriobacteriales; Coriobacterineae; Coriobacteriaceae; Atopobium"
tax_66;0;4;2;31;1;1;3;11;O_Actinobacteria;"Bacteria; Actinobacteria; Coriobacteridae; Coriobacteriales; Coriobacterineae; Coriobacteriaceae; Collinsella"
tax_67;0;2;0;0;1;0;0;1;O_Actinobacteria;"Bacteria; Actinobacteria; Coriobacteridae; Coriobacteriales; Coriobacterineae; Coriobacteriaceae; Cryptobacterium"
tax_68;3;11;0;6;3;0;4;11;O_Actinobacteria;"Bacteria; Actinobacteria; Coriobacteridae; Coriobacteriales; Coriobacterineae; Coriobacteriaceae; Eggerthella"
tax_69;28;3;1;3;1;13;0;1;O_Actinobacteria;"Bacteria; Actinobacteria; Coriobacteridae; Coriobacteriales; Coriobacterineae; Coriobacteriaceae; Slackia"
tax_70;0;0;1;0;0;0;0;0;O_Actinobacteria;"Bacteria; Actinobacteria; Corynebacteriales; Mycobacteriaceae; Mycobacterium"
tax_71;0;0;0;0;2;0;0;0;O_Actinobacteria;"Bacteria; Actinobacteria; Corynebacteriales; Nocardiaceae; Rhodococcus"
tax_72;0;0;0;0;0;0;0;1;O_Actinobacteria;"Bacteria; Actinobacteria; Rubrobacteridae; Rubrobacterales; Rubrobacterineae; Rubrobacteraceae; Rubrobacter"
tax_73;0;1;0;0;4;0;0;0;O_Actinobacteria;"Bacteria; Actinobacteria; Streptomycetales; Streptomycetaceae; Streptomyces"
tax_74;0;0;0;1;0;0;0;0;O_Bacteria;"Bacteria; Actinobacteria; Streptosporangiales; Nocardiopsaceae; Thermobifida"
tax_75;0;0;0;0;1;0;0;0;O_Bacteria;"Bacteria; Aquificae; Aquificales; Aquificaceae; Aquifex"
tax_76;0;0;0;0;0;1;0;0;O_Bacteria;"Bacteria; Aquificae; Aquificales; Aquificaceae; Hydrogenivirga"
tax_77;1;0;0;0;1;0;0;1;O_Bacteria;"Bacteria; Aquificae; Aquificales; Hydrogenothermaceae; Sulfurihydrogenibium"
tax_78;1;0;0;1;0;0;0;0;O_Bacteroidetes;"Bacteria; Bacteroidetes; Bacteroidetes Order II. Incertae sedis; Rhodothermaceae; Rhodothermus"
tax_79;283;66;244;261;172;149;341;375;Bacteroides;"Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides"
tax_80;10;4;6;8;16;27;36;14;O_Bacteroidetes;"Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae; Parabacteroides"
tax_81;1;0;0;0;19;0;0;1;O_Bacteroidetes;"Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae; Porphyromonas"
tax_82;0;0;0;2;0;2;0;3;O_Bacteroidetes;"Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Alloprevotella"
tax_83;1;3;7;3;0;10;0;3;O_Bacteroidetes;"Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella"
tax_84;0;2;4;0;5;11;0;7;O_Bacteroidetes;"Bacteria; Bacteroidetes; Bacteroidia; Bacteroidales; Rikenellaceae; Alistipes"
tax_85;0;1;0;0;0;0;0;0;O_Bacteroidetes;"Bacteria; Bacteroidetes; Cytophagia; Cytophagales; Amoebophilaceae; Candidatus Amoebophilus"
tax_86;0;0;1;0;0;0;0;0;O_Bacteroidetes;"Bacteria; Bacteroidetes; Cytophagia; Cytophagales; Cyclobacteriaceae; Algoriphagus"
tax_87;0;2;1;0;0;0;1;0;O_Bacteroidetes;"Bacteria; Bacteroidetes; Cytophagia; Cytophagales; Cytophagaceae; Dyadobacter"
tax_88;0;0;0;0;0;1;0;0;O_Bacteroidetes;"Bacteria; Bacteroidetes; Cytophagia; Cytophagales; Cytophagaceae; Microscilla"
tax_89;0;0;0;0;0;0;0;1;O_Bacteroidetes;"Bacteria; Bacteroidetes; Flavobacteria; Flavobacteriales; Flavobacteriaceae; Chryseobacterium"
tax_90;0;1;0;0;0;0;0;0;O_Bacteroidetes;"Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae"
tax_91;0;1;0;0;0;0;0;0;O_Bacteroidetes;"Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Capnocytophaga"
tax_92;0;2;0;0;0;0;1;0;O_Bacteroidetes;"Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Flavobacterium"
tax_93;0;0;0;0;0;2;0;0;O_Bacteroidetes;"Bacteria; Bacteroidetes; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Leeuwenhoekiella"
tax_94;0;0;1;0;2;0;0;0;O_Bacteroidetes;"Bacteria; Bacteroidetes; Sphingobacteria; Sphingobacteriales; Flexibacteraceae; Spirosoma"
tax_95;1;0;0;0;1;0;0;1;O_Bacteroidetes;"Bacteria; Bacteroidetes; Sphingobacteria; Sphingobacteriales; Sphingobacteriaceae; Sphingobacterium"
tax_96;0;1;0;0;0;1;19;0;O_Bacteroidetes;"Bacteria; Bacteroidetes; Sphingobacteriia; Sphingobacteriales; Chitinophagaceae; Chitinophaga"
tax_97;0;0;0;0;1;1;0;0;O_Bacteroidetes;"Bacteria; Bacteroidetes; Sphingobacteriia; Sphingobacteriales; Sphingobacteriaceae; Pedobacter"
tax_98;0;1;0;0;0;0;0;0;O_Bacteroidetes;"Bacteria; Bacteroidetes; environmental samples"
tax_99;0;0;2;0;1;0;0;0;O_Bacteria;"Bacteria; Chlorobi; Chlorobia; Chlorobiales; Chlorobiaceae; Chlorobaculum"
tax_100;2;1;0;0;0;1;0;0;O_Bacteria;"Bacteria; Chlorobi; Chlorobia; Chlorobiales; Chlorobiaceae; Chlorobium/Pelodictyon group; Chlorobium"
tax_101;0;0;0;0;0;1;0;0;O_Bacteria;"Bacteria; Chlorobi; Chlorobia; Chlorobiales; Chlorobiaceae; Chlorobium/Pelodictyon group; Pelodictyon"
tax_102;0;0;0;0;0;0;0;1;O_Bacteria;"Bacteria; Chlorobi; Chlorobia; Chlorobiales; Chlorobiaceae; Prosthecochloris"
tax_103;0;0;0;1;0;2;1;0;O_Bacteria;"Bacteria; Chloroflexi; Chloroflexia; Chloroflexales; Chloroflexineae; Chloroflexaceae; Chloroflexus"
tax_104;0;0;0;0;0;1;0;0;O_Bacteria;"Bacteria; Chloroflexi; Chloroflexia; Chloroflexales; Roseiflexineae; Roseiflexaceae; Roseiflexus"
tax_105;0;2;0;0;0;0;1;0;O_Bacteria;"Bacteria; Chloroflexi; Chloroflexia; Herpetosiphonales; Herpetosiphonaceae; Herpetosiphon"
tax_106;0;0;1;2;0;1;0;0;O_Bacteria;"Bacteria; Chloroflexi; Sphaerobacteridae; Sphaerobacterales; Sphaerobacterineae; Sphaerobacteraceae; Sphaerobacter"
tax_107;0;1;0;0;0;0;0;0;O_Bacteria;"Bacteria; Cloacimonetes; Candidatus Cloacimonas"
tax_108;0;1;0;0;0;0;0;0;O_Bacteria;"Bacteria; Cyanobacteria; Chroococcales; Cyanothece"
tax_109;1;0;0;0;0;0;0;0;O_Bacteria;"Bacteria; Cyanobacteria; Nostocales; Nostocaceae; Anabaena"
tax_110;0;0;1;0;1;2;0;0;O_Bacteria;"Bacteria; Cyanobacteria; Nostocales; Nostocaceae; Nodularia"
tax_111;1;1;0;0;0;0;0;1;O_Bacteria;"Bacteria; Cyanobacteria; Nostocales; Nostocaceae; Nostoc"
tax_112;0;0;1;1;0;1;0;0;O_Bacteria;"Bacteria; Cyanobacteria; Oscillatoriophycideae; Chroococcales; Acaryochloris"
tax_113;2;6;0;0;1;0;0;1;O_Bacteria;"Bacteria; Cyanobacteria; Oscillatoriophycideae; Chroococcales; Crocosphaera"
tax_114;2;6;0;0;5;0;5;1;O_Bacteria;"Bacteria; Cyanobacteria; Oscillatoriophycideae; Chroococcales; Cyanothece"
tax_115;0;0;1;0;0;0;0;0;O_Bacteria;"Bacteria; Cyanobacteria; Oscillatoriophycideae; Chroococcales; Microcystis"
tax_116;0;1;1;0;1;1;0;0;O_Bacteria;"Bacteria; Cyanobacteria; Oscillatoriophycideae; Chroococcales; Synechococcus"
tax_117;0;0;0;0;0;1;0;0;O_Bacteria;"Bacteria; Cyanobacteria; Oscillatoriophycideae; Chroococcales; Synechocystis"
tax_118;0;0;0;0;0;0;1;0;O_Bacteria;"Bacteria; Cyanobacteria; Oscillatoriophycideae; Chroococcales; Thermosynechococcus"
tax_119;0;0;1;0;0;0;0;0;O_Bacteria;"Bacteria; Cyanobacteria; Oscillatoriophycideae; Oscillatoriales; Arthrospira"
tax_120;0;4;0;1;0;0;0;0;O_Bacteria;"Bacteria; Cyanobacteria; Oscillatoriophycideae; Oscillatoriales; Coleofasciculus"
tax_121;0;1;0;0;0;1;0;0;O_Bacteria;"Bacteria; Cyanobacteria; Prochlorales; Prochlorococcaceae; Prochlorococcus"
tax_122;1;0;2;6;12;4;3;2;O_Bacteria;"Bacteria; Deinococcus-Thermus; Deinococci; Deinococcales; Deinococcaceae; Deinococcus"
tax_123;0;0;0;1;0;1;1;1;O_Bacteria;"Bacteria; Deinococcus-Thermus; Deinococci; Thermales; Thermaceae; Meiothermus"
tax_124;0;0;0;0;1;0;0;0;O_Bacteria;"Bacteria; Deinococcus-Thermus; Deinococci; Thermales; Thermaceae; Thermus"
tax_125;0;0;1;0;0;0;0;0;O_Bacteria;"Bacteria; Dictyoglomi; Dictyoglomales; Dictyoglomaceae; Dictyoglomus"
tax_126;0;2;0;0;0;0;1;0;O_Bacteria;"Bacteria; Elusimicrobia; Elusimicrobia; Elusimicrobiales; Elusimicrobiaceae; Elusimicrobium"
tax_127;0;2;0;2;0;0;0;1;O_Bacteria;"Bacteria; Fibrobacteres; Fibrobacterales; Fibrobacteraceae; Fibrobacter"
tax_128;3;0;0;0;0;1;0;1;O_Firmicutes;"Bacteria; Firmicutes; Bacillales; Bacillaceae; Bacillus"
tax_129;5;2;1;3;2;1;0;1;O_Firmicutes;"Bacteria; Firmicutes; Bacillales; Bacillaceae; Geobacillus"
tax_130;0;0;0;0;0;5;0;0;O_Firmicutes;"Bacteria; Firmicutes; Bacillales; Staphylococcus"
tax_131;0;2;0;0;1;1;0;0;O_Firmicutes;"Bacteria; Firmicutes; Bacilli; Bacillales; Alicyclobacillaceae; Alicyclobacillus"
tax_132;3;3;0;0;1;0;0;0;O_Firmicutes;"Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Anoxybacillus"
tax_133;2;8;0;0;0;3;4;3;O_Firmicutes;"Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus"
tax_134;9;22;0;4;4;3;6;1;O_Firmicutes;"Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus cereus group"
tax_135;0;0;0;0;1;0;0;1;O_Firmicutes;"Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Geobacillus"
tax_136;0;3;2;0;0;0;1;0;O_Firmicutes;"Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Lysinibacillus"
tax_137;0;1;0;0;0;1;1;0;O_Firmicutes;"Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Oceanobacillus"
tax_138;0;2;0;0;0;0;0;0;O_Firmicutes;"Bacteria; Firmicutes; Bacilli; Bacillales; Bacillales Family XI. Incertae Sedis; Gemella"
